episode,reward,loss,epsilon,distance_to_target,steps,vertical_distance,horizontal_distance
1,-86.71821020300419,0.06721795531522506,0.9995,2.6022964509394573,479,-0.26968070406858136,2.6140728652538456
2,-65.0806493595122,0.053300588602536385,0.9990002500000001,3.9507163323782213,349,7.453977498622371,1.5397894245719002
3,-38.92195778884148,0.037109517473911884,0.9985007498750001,3.3089108910891047,202,-9.214212278772655,4.154185525260402
4,-102.15363134274081,0.03217578172831483,0.9980014995000627,2.0901878914405008,479,3.116970809539552,2.3218818141941497
5,-75.24105031521668,0.019917242627567562,0.9975024987503127,0.8436325678496871,479,0.377226594706479,2.7202585526805194
6,-76.56606466237105,0.01907376505605612,0.9970037475009376,1.1286012526096014,479,0.9746126687012984,2.8906060992969955
7,-95.10913551338497,0.022612296538680233,0.9965052456271871,2.233820459290188,479,-5.208516973419818,3.9256941616215713
8,-24.775450925831972,0.017123356675930162,0.9960069930043736,4.530935251798557,139,-9.349967365544844,3.9761633520213238
9,-35.59055875495534,0.017007721932118677,0.9955089895078715,1.3730923694779111,249,-5.297445758956302,1.8113098646271197
10,-48.49019299621921,0.01785891176027767,0.9950112350131176,2.7437288135593225,295,4.825810580058748,1.7397744022291306
11,-7.952906263482627,0.02003951503762177,0.9945137293956111,1.1238095238095231,42,-1.0886926069115956,2.3087559435839324
12,-67.09158091675724,0.018191397930009783,0.9940164725309134,3.582515337423311,326,-2.646812799400094,2.8838823132378337
13,-25.05211832874199,0.02055288747528462,0.993519464294648,1.8268292682926839,123,-1.5190790239526235,2.5789226625860664
14,-54.19256329212497,0.020114571914076805,0.9930227045625007,1.132800000000001,250,2.2458448155321085,3.0366411298881175
15,-109.23787606986427,0.01988081088472383,0.9925261932102195,3.2647181628392463,479,6.000579648796483,3.773186356846786
16,-84.97232735869353,0.01627461519675613,0.9920299301136144,4.516910229645093,479,-4.236628891819377,3.2818074005772218
17,-29.93440871915341,0.017393766022236138,0.9915339151485576,3.5956043956043975,182,-5.805826678068289,1.7002647796896824
18,-6.093068319219492,0.014514309708916005,0.9910381481909833,1.3595238095238094,42,3.3171523655683215,3.165322736896769
19,-91.63906925051114,0.015565165891146798,0.990542629116888,3.4615866388309056,479,-6.3714875305514544,2.218479782509334
20,-78.73360951987227,0.013914528746150108,0.9900473578023296,1.8870563674321508,479,-0.5417927935860991,2.9613433140770553
21,-68.32478605019043,0.014046502397338182,0.9895523341234285,0.7740740740740746,324,0.5827181000788446,2.813769074246572
22,-89.42858713909173,0.013200298889006241,0.9890575579563669,5.883804627249354,389,9.876611192583061,1.5754149848281358
23,-60.688875384917715,0.013558002021831583,0.9885630291773887,2.544223107569722,251,5.065387615353373,3.1441978095484657
24,-52.849443022864975,0.012407502921298146,0.9880687476628001,1.1768000000000007,250,-2.044675986288665,2.710208612013126
25,-89.15441738662574,0.014151666462149215,0.9875747132889687,1.8246346555323616,479,1.6370311172390233,2.7890352070974203
26,-67.72101291765665,0.01356763951166812,0.9870809259323243,4.791245791245787,297,10.122214518607572,1.4538748243009252
27,-109.7425880428183,0.01283982887160274,0.9865873854693582,3.763674321503136,479,4.714595698103185,4.307511482212547
28,-125.09946293349165,0.01264857730900165,0.9860940917766235,3.908977035490611,479,0.12315118723414153,2.5583878797535533
29,-86.70054002385703,0.012448345667766193,0.9856010447307353,2.546346555323595,479,8.315178264405409,1.8590926105148569
30,-51.60117241865494,0.012119839996017498,0.98510824420837,2.2261613691931528,409,2.504371788911018,1.2876701152219994
31,-78.56427578972523,0.011899000998112006,0.9846156900862658,2.762839248434238,479,8.293254277730192,2.1183578133780117
32,-103.25618972708968,0.011439198488077939,0.9841233822412228,1.668267223382049,479,-1.6698074570954349,3.3397597068699696
33,-86.8013291284274,0.011525987014602208,0.9836313205501022,2.9626304801670247,479,-5.208159356619138,3.040420939808442
34,-96.10504500657386,0.0113069737679941,0.9831395048898272,5.422751322751327,378,9.990879123683133,1.8897148752050086
35,-27.602187569219844,0.011690923879139645,0.9826479351373822,6.750387596899224,129,-9.674920702221044,3.437842293575933
36,-26.690999048212568,0.010426987450217872,0.9821566111698136,1.325196850393702,127,-0.11270629920170805,3.145859392687804
37,-22.821650282061082,0.013403752540872126,0.9816655328642288,1.0184873949579831,119,0.7137264010765838,2.829979972004743
38,-32.851506725710024,0.01135782648886281,0.9811747000977967,0.9563909774436083,266,-0.16802966126262442,2.3486522854385896
39,-83.26424692248933,0.012581469338496132,0.9806841127477479,1.3816283924843407,479,2.2425323667197996,2.508085134995163
40,-53.412637970512506,0.012139459285739954,0.9801937706913741,1.9064935064935074,308,5.570275739723648,1.8058976894859242
41,-6.168424656581876,0.010839489469718602,0.9797036738060285,0.9833333333333334,54,-1.8041963524054072,2.420643310372917
42,-44.516676549202316,0.013589759544131292,0.9792138219691255,1.4398089171974484,314,2.6376267915198985,1.691895677997664
43,-31.7970420160297,0.013486095470006905,0.978724215058141,4.404469273743013,179,8.687597400211812,1.4159799639993196
44,-96.10779715629546,0.011814156791199163,0.978234852950612,1.450104384133609,479,-0.5377270967367185,3.6053425530328624
45,-102.49336857022462,0.012317382504031964,0.9777457355241367,1.177035490605428,479,-2.3098811360932987,3.8500723168089905
46,-37.02181053084621,0.011487644065372244,0.9772568626563747,4.106586826347303,167,9.019142442697408,4.677469351259404
47,-84.31993524268445,0.012280053307325874,0.9767682342250465,4.1759493670886005,316,7.244234520016196,3.3897200482262377
48,-53.523275857844936,0.01240325358487042,0.976279850107934,2.0017621145374447,227,-1.9308284594005722,2.4782830287590016
49,-33.11809602284284,0.013114323138466312,0.9757917101828801,1.7872222222222212,180,4.34710020092739,2.071651858221884
50,-110.95834949169017,0.012782273556461601,0.9753038143277888,3.211691022964508,479,5.038578878381499,2.6256128591257593
51,-61.86287489070222,0.013560497521942744,0.974816162420625,1.1288343558282208,326,-0.6313332448540474,2.572894279608029
52,-47.73655038608517,0.012593774698496632,0.9743287543394147,1.670955882352944,272,-1.2641361867529457,2.6728849410558695
53,-86.3557478924602,0.013096741730218952,0.973841589962245,1.8396659707724428,479,-3.338609505481995,2.6891780054914776
54,-89.76541798647753,0.01308325177354112,0.973354669167264,0.8532359081419606,479,4.404072173337969,1.9990263347085602
55,-84.44475370136416,0.013836809299865981,0.9728679918326804,5.725543478260867,368,8.486426705159428,1.1306051328147788
56,-83.1890211603586,0.013040547713958647,0.972381557836764,1.707692307692311,429,3.9607857129393738,1.9483198791461973
57,-5.353989265528797,0.011698824043075243,0.9718953670578457,0.5333333333333343,69,-0.11061269592628875,2.302947825131625
58,-33.922371046578306,0.01350186842549694,0.9714094193743169,1.374316939890711,183,3.6939760896254894,2.79407491737134
59,-91.00882166824158,0.013230231001444302,0.9709237146646298,1.3505219206680605,479,-1.2345187086197487,3.161539061050064
60,-63.06036422355631,0.012818058159412322,0.9704382528072976,2.842379958246354,479,-2.8493600260171084,4.379872752480374
61,-99.46518494754403,0.013207848362686863,0.9699530336808939,4.279123173277665,479,7.454910109710477,3.4695971819000277
62,-65.55342939099387,0.012373065953303513,0.9694680571640535,1.5717241379310338,290,0.6241428261370969,2.319574269044935
63,-87.20156606506873,0.01361692428009464,0.9689833231354715,1.2532359081419642,479,0.3950672787094818,3.0425865230000113
64,-117.20052813464271,0.012910098124233256,0.9684988314739038,4.846764091858033,479,8.685795732465587,1.7690064665974674
65,-26.01348108248142,0.012798279309645295,0.9680145820581669,2.8320000000000025,150,5.881339311806309,1.7020367633591036
66,-86.83291883526122,0.01263671803010126,0.9675305747671379,2.529853862212945,479,-6.525647666084664,3.051529659056655
67,-51.16428968723451,0.013609872344708026,0.9670468094797544,3.2293023255813957,215,7.2917794675071494,3.8024013406244848
68,-19.41706003416165,0.0133691193670573,0.9665632860750146,1.7927710843373492,83,-2.486910595456706,2.2142710762335867
69,-65.41880419214823,0.012854222166710175,0.9660800044319772,5.270769230769222,325,-9.64836817798188,3.166387880910932
70,-124.13089384773069,0.012836368512440015,0.9655969644297613,3.7139874739039707,479,3.7435695898039034,3.211243963159724
71,-87.5283427961956,0.013338903063494298,0.9651141659475465,4.79166666666667,360,9.339027768871357,4.37365356289969
72,-111.02653636447856,0.012968061146732723,0.9646316088645728,3.8956158663883085,479,8.374489451178203,2.2089535248527525
73,-4.957884168358254,0.025972362607717514,0.9641492930601405,0.0,1,0.11798960394936708,3.5229387284952054
74,-40.76584893502518,0.013678276933729649,0.9636672184136105,1.0732000000000013,250,-4.209974309619778,4.617593097406186
75,-92.41353196233781,0.013838994665759653,0.9631853848044037,0.9463465553235908,479,1.6559941134988074,2.5865176229101294
76,-100.39250642783091,0.013252763033869807,0.9627037921120016,3.4507306889352924,479,-7.334543525495632,5.260918473184361
77,-37.61353388583931,0.01376594220310813,0.9622224402159457,1.762804878048782,164,2.1710601050639378,2.7334750327758996
78,-54.60109958615743,0.014097986785898438,0.9617413289958378,5.4134453781512555,238,9.81874663339978,2.719634902004728
79,-94.75385190374132,0.014145671004052264,0.9612604583313399,2.617954070981221,479,-4.7058657176511645,4.405069700392424
80,-33.629462309837315,0.013615567967587826,0.9607798281021742,3.2222222222222214,153,9.529799853027258,3.5808033379354214
81,-11.083022745028856,0.013631809903826151,0.9602994381881231,0.6097222222222217,72,-0.8804726745385376,2.433936043203616
82,-90.13938565531917,0.014640817885379215,0.9598192884690291,1.3615384615384625,455,3.073072341752408,2.047207195372593
83,-82.57274759686156,0.013040649228597002,0.9593393788247946,2.11643454038997,359,2.0894818238272634,2.8916791770126835
84,-20.411941657497216,0.013740460982249268,0.9588597091353822,0.41811594202898583,138,-0.9619706727736861,2.231023291726423
