episode,reward,loss,epsilon,distance_to_target,steps
1,-46.11887507182217,0.15467432665172964,0.9995,4.53125,32
2,-43.25275080283895,13.979100637591456,0.9990002500000001,3.7272727272727213,154
3,9.919852744399606,12.570224471715884,0.9985007498750001,3.220979020979017,143
4,4.908513635818434,11.910420988658544,0.9980014995000627,3.6271739130434755,92
5,-47.58414085169799,8.028492217539396,0.9975024987503127,4.417777777777773,90
6,-32.604524697321025,12.406843396766494,0.9970037475009376,3.429032258064513,248
7,6.909387233936475,12.557777058072801,0.9965052456271871,4.019704433497536,203
8,-45.323964520372236,11.041872297119003,0.9960069930043736,3.884955752212386,113
9,4.95362722688317,8.347882140090764,0.9955089895078715,4.674999999999997,172
10,-45.33665268475953,6.828489288539898,0.9950112350131176,3.833707865168539,89
11,15.539696654624487,7.547993222960321,0.9945137293956111,3.031292517006801,147
12,12.531278881409246,6.460339588615893,0.9940164725309134,3.18011695906432,171
13,-39.25000387174633,8.8360740288921,0.993519464294648,3.5603658536585336,164
14,22.165057355802592,9.311983034831579,0.9930227045625007,3.163533834586467,266
15,-41.203089960714756,7.667532777071552,0.9925261932102195,3.827570093457945,214
16,-42.97622601274874,10.311883945472411,0.9920299301136144,3.66407766990291,103
17,10.786381155673258,7.8160883702984645,0.9915339151485576,3.407185628742514,167
18,-38.71497342042943,7.731980020754677,0.9910381481909833,3.535622317596566,233
19,-44.2469566929047,6.8606011275727985,0.990542629116888,3.8357142857142845,112
20,22.21207987247974,9.876110336848381,0.9900473578023296,3.3110738255033545,298
21,7.339067281905379,9.101990374698527,0.9895523341234285,3.2456521739130424,92
22,16.139474789589716,5.388133154852095,0.9890575579563669,3.520805369127514,298
23,7.788826639264829,7.1016531312784466,0.9885630291773887,3.0000000000000004,65
24,12.47637846814277,8.072124977247876,0.9880687476628001,3.638811188811186,286
25,-47.43193303021571,8.26438775596636,0.9875747132889687,4.769172932330827,133
26,-46.99151107378241,6.688692908599226,0.9870809259323243,4.349504950495045,101
27,15.020094858371102,7.915825562202765,0.9865873854693582,3.029729729729727,148
28,-40.774969113866305,6.564219818999785,0.9860940917766235,3.743646408839775,181
29,6.8178312872429325,7.79459495242324,0.9856010447307353,3.9190476190476145,147
30,-36.04884823473772,7.301031264668151,0.98510824420837,3.614141414141414,198
31,11.147216323426504,8.097233734499612,0.9846156900862658,3.6606965174129367,201
32,11.382905063593704,6.635307875969729,0.9841233822412228,3.6060402684563777,298
33,-17.624126110788524,7.884991711298126,0.9836313205501022,3.3221739130434793,230
34,-36.94179569884474,6.375669259571764,0.9831395048898272,3.4684491978609597,187
35,7.469858696162691,6.940825336567445,0.9826479351373822,4.678523489932892,298
36,-37.9863351509122,5.097031431441864,0.9821566111698136,4.015859030837001,227
37,-35.2983753904732,5.646437724592845,0.9816655328642288,3.5299999999999994,260
38,-47.22623451931377,4.883707423227131,0.9811747000977967,4.036619718309859,71
39,5.943220958687757,6.455607290170753,0.9806841127477479,3.343589743589743,78
40,-44.85430911309023,9.169314019440208,0.9801937706913741,3.75869565217391,92
41,5.29092777420299,7.948307296826079,0.9797036738060285,4.896308724832224,298
42,-45.86490087948169,5.4896027152116815,0.9792138219691255,4.36697247706422,218
43,18.212116108322533,7.362466753156537,0.978724215058141,3.5342281879194695,298
44,-42.050140185434515,6.562358857912908,0.978234852950612,4.146296296296293,216
45,-39.92384450975129,5.893742011288999,0.9777457355241367,3.981900452488684,221
46,24.60022843930639,4.79895802124288,0.9772568626563747,2.9097345132743344,113
47,-46.66050493920143,5.981430195228763,0.9767682342250465,4.112371134020616,97
48,-45.27643178825807,5.3917929883147675,0.976279850107934,4.018421052631576,114
49,-45.290758564375516,6.620293803937074,0.9757917101828801,4.8295620437956295,274
50,-40.23194296812318,7.793972826390554,0.9753038143277888,4.042774566473987,173
51,-39.29178105142059,5.590391497192173,0.974816162420625,3.743801652892564,242
52,-43.763292832941666,8.063181862332435,0.9743287543394147,3.7309090909090896,110
53,-42.09474642836759,5.798562986556707,0.973841589962245,3.7864285714285693,140
54,16.01806931051577,7.978906302124531,0.973354669167264,3.7057046979865795,298
55,4.931351694728616,6.711290448678904,0.9728679918326804,3.6595041322313997,121
56,12.35966241080326,8.905155789708376,0.972381557836764,2.968932038834953,103
57,8.513547916314616,9.025953236071162,0.9718953670578457,3.971140939597322,298
