episode,reward,loss,epsilon,distance_to_target,steps
1,-0.37079935187197843,0.06743285791086617,0.999,4.397014925373135,134
2,-0.29296952396679943,0.07914008004484228,0.998001,4.293511450381687,262
3,1.220302343158003,0.04566594246537128,0.997002999,3.594893617021274,235
4,-0.1174665696123744,0.03103141841037493,0.996005996001,3.944210526315787,190
5,0.3944925484637451,0.018664910306145963,0.995009990004999,3.5017921146953492,279
6,0.6379607003273252,0.012083271632196984,0.994014980014994,3.6047794117647034,272
7,3.967358759725618,0.007049085459729072,0.993020965034979,3.031768953068602,277
8,0.22963997451766827,0.00494293072515269,0.9920279440699441,4.2789915966386545,238
9,-0.4033368067556168,0.004027776169713657,0.9910359161258742,4.069811320754715,106
10,-0.3536369472300772,0.003012888580862502,0.9900448802097482,4.337037037037037,108
11,-0.2682667726721448,0.005543907628660755,0.9890548353295385,4.327999999999997,175
12,-0.15469643435738673,0.004120987728679974,0.988065780494209,4.11167883211679,274
13,0.6754152152883431,0.0027443116299614417,0.9870777147137147,3.280286738351254,279
14,-0.11754262276793176,0.002387680496854433,0.986090636999001,4.174031007751935,258
15,0.8934243453645213,0.0015888434048661941,0.9851045463620021,3.1620071684587816,279
16,-0.490356115374717,0.0014242253211185535,0.98411944181564,5.192857142857142,56
17,3.733492187364119,0.0014477770120213595,0.9831353223738244,2.6935323383084473,201
18,0.0387874772074085,0.0011419335746967424,0.9821521870514506,5.045878136200737,279
19,0.171200772115561,0.0009480203547291204,0.9811700348643991,4.468093385214011,257
20,-0.14460920500924201,0.000864338697463182,0.9801888648295347,4.045679012345679,162
21,-0.47421511889700874,0.0008836002735561861,0.9792086759647052,4.639864864864862,148
22,-0.4439530349883638,0.0007440283185775008,0.9782294672887405,4.367058823529412,85
23,-0.46715016017255795,0.0007133344774479633,0.9772512378214517,4.81678321678322,143
24,-0.315406315169094,0.0008073258682405901,0.9762739865836303,4.266279069767443,172
25,-0.4848102903205032,0.0005935140668750844,0.9752977125970467,5.044444444444444,90
26,0.8120115591320443,0.0008180077846934368,0.9743224148844496,3.424014336917562,279
27,-0.472350770570103,0.0005891742432595493,0.9733480924695651,4.9125,96
28,0.5953759372772998,0.0006169195493531948,0.9723747443770956,3.166467065868258,167
29,0.8485525592860202,0.0007164942135275414,0.9714023696327185,2.9891472868217077,129
30,-0.48046284678269596,0.000904310084080847,0.9704309672630859,5.127272727272729,121
31,-0.04967667932351788,0.0007237927013854708,0.9694605362958227,3.7073863636363624,176
32,-0.2595025757105998,0.0006452818788097324,0.9684910757595269,4.4152777777777725,144
33,-0.4695729837877496,0.0006168496689390261,0.9675225846837673,4.81764705882353,136
34,0.22159933723974085,0.000673225926988784,0.9665550620990835,3.5433333333333303,90
35,-0.3462040116959123,0.0006701051076015574,0.9655885070369844,4.002500000000009,200
36,-0.15983792774406735,0.0006490469472071269,0.9646229185299474,4.131210191082803,157
37,0.28218891122601575,0.0006596453249748457,0.9636582956114175,3.58924731182796,279
38,-0.3258119270060045,0.0006607248007792168,0.9626946373158061,4.678707224334599,263
39,-0.4599029037943896,0.0005491636737451257,0.9617319426784903,4.84271844660194,206
40,-0.4684218924023027,0.0004274009542508323,0.9607702107358118,4.675280898876401,89
41,0.08490048650296346,0.0006030954190135156,0.959809440525076,5.6702508960573255,279
42,1.8613645018691787,0.0004907590330289731,0.9588496310845509,3.250877192982457,171
43,-0.3924965354818312,0.0007433674036292359,0.9578907814534664,4.431111111111108,90
44,5.839157655548198,0.0005672496486703362,0.9569328906720129,3.1278625954198493,262
45,-0.06211387865725526,0.0006566299405339002,0.9559759577813409,4.551030927835048,194
46,0.06591514657185157,0.0005502532996524352,0.9550199818235596,4.711827956989242,279
47,0.1756544166468632,0.0005362180177938186,0.9540649618417361,3.777777777777778,126
48,0.03332860629062043,0.0006035397126127408,0.9531108968798944,4.802150537634412,279
49,-0.2863463904058321,0.000526395622540393,0.9521577859830145,4.165806451612901,155
50,-0.34621157397143726,0.0006858041822601207,0.9512056281970315,4.580689655172414,145
51,0.3063588979701639,0.0005697434062182429,0.9502544225688344,4.670967741935488,279
52,-0.46998439878635123,0.0005545131247565608,0.9493041681462656,4.939393939393938,132
53,1.0580187478833192,0.0005246218401831963,0.9483548639781193,3.3244444444444494,270
54,-0.3888764993545584,0.0006821310777047744,0.9474065091141411,4.068867924528307,212
55,-0.3439952405691976,0.00045697999590883293,0.946459102605027,4.166279069767441,86
56,0.2465270402156718,0.0005559153179747618,0.9455126435024219,4.2537634408602045,279
57,-0.4364346658834747,0.0005373611707231464,0.9445671308589195,4.89774011299435,177
58,0.49792960926257746,0.0005142837983673327,0.9436225637280606,3.1957746478873217,142
59,1.6363418250673518,0.0004645503398719216,0.9426789411643326,2.946470588235295,170
60,0.46058027573242755,0.0006700615057040662,0.9417362622231683,3.192700729927003,137
61,0.665895486936543,0.0006285722928522672,0.9407945259609451,3.289605734767033,279
62,-0.1990755545373617,0.0005923988595342792,0.9398537314349842,4.114619883040933,171
63,-0.4304416004993392,0.0005434755231918176,0.9389138777035492,4.320224719101117,267
64,0.626482892556498,0.0005101026535671933,0.9379749638258457,3.348695652173921,230
65,-0.296279153837567,0.0005407636048822986,0.9370369888620198,4.656410256410255,195
66,-0.21873745367347314,0.0007571770883855764,0.9360999518731578,4.031034482758621,116
67,2.304458909375901,0.00044987138801018796,0.9351638519212846,2.811627906976745,215
68,-0.0441118212308923,0.0005801014748916107,0.9342286880693633,4.463809523809522,210
69,8.849789340193352,0.0004411092060779235,0.933294459381294,3.127896995708152,233
70,-0.2629149533615023,0.0005598612202043619,0.9323611649219127,4.497222222222217,144
71,-0.4301685082183092,0.0005932804598399487,0.9314288037569908,4.677368421052632,190
72,0.2690765156263544,0.000488908829900401,0.9304973749532338,3.840143369175627,279
73,-0.10380561468304378,0.0005429319586070213,0.9295668775782806,3.9171974522292987,157
74,0.11351861855625843,0.00041719830020762555,0.9286373107007023,3.5972222222222285,144
75,-0.18875396155888113,0.0005116437108196581,0.9277086733900016,3.8805194805194807,154
76,1.302499283054456,0.0005741470565052178,0.9267809647166116,3.1164893617021274,188
77,-0.02492414835684731,0.0005112742639248053,0.925854183751895,4.101145038167941,262
78,-0.4874154467970004,0.0005374533690042835,0.9249283295681431,5.032911392405062,79
79,-0.36325520281052226,0.0004496480168173724,0.9240034012385749,4.355555555555563,243
80,9.704489147973977,0.000649272842696414,0.9230793978373364,2.553956834532377,139
81,0.06619950247014997,0.0005212118086356279,0.9221563184394991,4.9369175627240125,279
82,-0.2078757923376669,0.00046223476840948156,0.9212341621210596,3.9276190476190442,210
83,-0.07929075353066667,0.00054884772327026,0.9203129279589385,3.711403508771934,228
84,-0.043791324886646,0.0006258319628614118,0.9193926150309796,3.7312499999999944,160
85,0.022825145378408993,0.0005166086513291406,0.9184732224159486,4.1797752808988715,89
86,1.2170342201110225,0.0005471966771998712,0.9175547491935327,3.1939068100358456,279
87,-0.2225996038230323,0.0005274807033676023,0.9166371944443392,4.029787234042554,141
88,-0.32846185352869806,0.0005813618452835111,0.9157205572498949,4.443884892086327,139
89,-0.3833369730379138,0.00045716785737871156,0.914804836692645,4.605000000000006,240
90,-0.014874439610979395,0.0005181825521490248,0.9138900318559524,4.028947368421052,266
91,-0.2638149567357417,0.0005159791193990955,0.9129761418240965,4.131073446327681,177
92,1.093039734625938,0.0005266851712608465,0.9120631656822724,3.004301075268818,279
93,-0.47069031729743555,0.0006572954716493432,0.9111511025165902,4.774074074074072,108
94,2.8635759030169314,0.0005823345379713847,0.9102399514140735,2.75204081632653,98
95,0.25660725922947786,0.0005676671967177826,0.9093297114626595,4.0451612903225795,279
96,0.5720396988462343,0.0005224198401742424,0.9084203817511969,2.995081967213115,122
97,19.51465738923915,0.0005214548044149094,0.9075119613694457,2.9519480519480563,231
98,-0.3835462509558805,0.0006620300638389428,0.9066044494080763,4.2461538461538435,156
99,0.28313519539590387,0.0007203408624596333,0.9056978449586682,4.051254480286742,279
100,-0.48578543213338227,0.0007728284971793738,0.9047921471137096,5.065671641791044,67
101,0.022669796059587705,0.0007450466053009594,0.9038873549665959,5.5053763440860175,279
102,1.77387454706785,0.0006568723729157346,0.9029834676116293,3.1684587813620078,279
103,0.1952876282581058,0.0005622556328427799,0.9020804841440176,4.124731182795712,279
104,0.3462123908019523,0.0005843353888849379,0.9011784036598737,3.019999999999999,80
105,1.9625683886804328,0.0005811959211492536,0.9002772252562138,2.8134020618556685,97
106,0.7596176504039851,0.0005443245541123051,0.8993769480309576,3.200716845878138,279
107,0.7842170912445254,0.0005492194546278393,0.8984775710829266,2.9474358974358994,78
108,-0.32648795509461354,0.0005387881885223389,0.8975790935118436,4.164150943396226,106
109,0.11483272588449206,0.0006428723213780049,0.8966815144183318,4.329032258064524,279
110,-0.44291580268671293,0.00048382451635283326,0.8957848329039134,4.485903083700442,227
111,-0.2790122004768576,0.000611118563053785,0.8948890480710096,4.201369863013694,146
112,-0.4039283011145081,0.0005730349661046089,0.8939941590229386,4.220295202952029,271
113,2.075121047224437,0.000545058182342011,0.8931001648639156,2.952284263959389,197
114,0.026906671191841803,0.0005601978660083947,0.8922070646990518,4.5405405405405395,111
115,-0.32256287899171654,0.0006318042771850045,0.8913148576343527,4.648186528497408,193
116,0.7158057868316229,0.0006258665959769693,0.8904235427767183,3.2673835125448027,279
117,-0.2320556448969,0.0006117349775382853,0.8895331192339416,4.814285714285726,252
118,-0.36883072097744274,0.0003472815039357455,0.8886435861147077,4.307777777777777,90
119,-0.1437922920168032,0.0005739384563967999,0.887754942528593,3.8375939849624054,133
120,2.116308843365619,0.0006616838641332977,0.8868671875860644,2.8796992481203,266
121,6.147352414093813,0.0004900355662260024,0.8859803203984784,2.9544642857142867,224
122,-0.08500825109976362,0.0006189107866353319,0.88509434007808,3.875897435897435,195
123,0.02041679719264301,0.0008744899080996749,0.8842092457380019,4.328358208955224,67
124,-0.4352699553495134,0.0007651874383209988,0.8833250364922639,4.520689655172415,116
125,0.9322436319507105,0.0006030368294821816,0.8824417114557717,3.0974910394265263,279
126,0.03183736043667362,0.0006029644093569201,0.8815592697443159,3.811870503597119,278
127,0.35322541278999076,0.0006452556908404785,0.8806777104745716,3.2467741935483874,124
128,0.15018879914427138,0.0006685273795460408,0.8797970327640969,4.221505376344088,279
129,-0.15394411368641703,0.0006509078214458681,0.8789172357313328,3.903053435114501,131
130,0.41144209408066773,0.0005522718318042323,0.8780383184956015,3.7285714285714278,168
131,-0.37790309597895755,0.0007398772953524907,0.8771602801771059,4.394017094017089,117
132,-0.39660912273756166,0.000681788696467315,0.8762831198969288,4.243835616438355,146
133,-0.43820740860503693,0.0006357110452928538,0.8754068367770318,4.18717948717949,156
134,-0.26920410244675286,0.0005368459631804672,0.8745314299402548,4.101639344262293,183
135,0.12691607611619135,0.0007018306887761597,0.8736568985103146,5.468100358422945,279
136,0.15534278829490397,0.0007502556768893582,0.8727832416118043,3.7820788530465896,279
137,0.2720136778719825,0.0007411816133746498,0.8719104583701925,3.7390438247011915,251
138,-0.4837701102866431,0.000602741179334812,0.8710385479118223,5.504511278195484,133
139,0.13004128436119383,0.0007526947671608452,0.8701675093639105,3.9813620071684577,279
140,-0.1818126319112846,0.0006988317207807475,0.8692973418545467,4.069480519480516,154
141,-0.45772473127726454,0.0006586820087115349,0.8684280445126921,4.5755555555555505,135
142,-0.35263703323121576,0.0007431420371892486,0.8675596164681794,5.165957446808511,188
143,-0.399329903747627,0.0006882147038898742,0.8666920568517111,4.43958333333333,144
144,0.3033599400463464,0.0006564622115117237,0.8658253647948594,3.4982078853046503,279
145,-0.4091617237952943,0.0008579972193089176,0.8649595394300645,4.226666666666665,135
146,-0.4499145083244761,0.0006011151012617361,0.8640945798906344,4.469026548672566,113
147,1.6534359387107564,0.000647298431692196,0.8632304853107438,3.25376344086022,279
148,-0.172071115337059,0.0008191578037235693,0.862367254825433,4.171597633136096,169
149,0.3203435934799186,0.0006936175035088286,0.8615048875706075,5.375985663082432,279
150,1.9326922878183004,0.000788870526362602,0.8606433826830369,2.9971590909090837,176
151,0.3656944370425131,0.0008231688811730403,0.8597827393003539,3.518279569892453,279
152,1.5758725272373373,0.0006247849411258723,0.8589229565610536,3.1078853046594954,279
153,0.18445632586652919,0.0006981646696280432,0.8580640336044925,4.240860215053776,279
