episode,reward,loss,epsilon,distance_to_target,steps
1,-4.929019513362275,0.01079959327306376,0.999,4.397014925373135,134
2,-4.8862547964845175,0.028284572609184835,0.998001,4.293511450381687,262
3,0.6759183172327862,0.025133648128347827,0.997002999,3.594893617021274,235
4,-4.789745798188696,0.0173479681307646,0.996005996001,3.944210526315787,190
5,-4.783478136897027,0.016994356379684508,0.995009990004999,3.781229773462792,309
6,-4.626777815599637,0.021525487960059576,0.994014980014994,3.848031496062988,127
7,1.238777200865922,0.018406636003890055,0.993020965034979,3.156643356643357,286
8,-4.7690748493230135,0.016630786138108974,0.9920279440699441,4.037823834196891,193
9,-4.889858457817423,0.01772844498265076,0.9910359161258742,4.331884057971014,138
10,-4.854667139838135,0.020841741218710397,0.9900448802097482,4.052816901408447,142
11,-4.94400502189993,0.023164402671779195,0.9890548353295385,4.377999999999999,150
12,0.06880786627528264,0.018560712457681216,0.988065780494209,4.429483282674781,329
13,-4.9285212344675475,0.01898909330636813,0.9870777147137147,4.23221476510067,149
14,-4.828163499043683,0.02208690040540298,0.986090636999001,3.929906542056074,214
15,13.935589305131122,0.023696146428896822,0.9851045463620021,3.8441780821917764,292
16,-4.990353834097073,0.018936330016372325,0.98411944181564,4.90886075949367,79
17,-4.974590867379282,0.019641472605424218,0.9831353223738244,5.228461538461536,130
18,0.17181934714114008,0.02127405229601914,0.9821521870514506,3.2673469387755087,98
19,0.5674457988357853,0.019745415644270813,0.9811700348643991,3.99574468085107,329
20,-4.984331638261811,0.016752901711323133,0.9801888648295347,4.759803921568624,102
21,-4.933650879949599,0.019736070305994852,0.9792086759647052,4.448275862068965,87
22,-4.981071654696947,0.02067040555898604,0.9782294672887405,4.719672131147541,122
23,0.3882402193154983,0.017448464436957252,0.9772512378214517,4.282370820668701,329
24,-4.988588859241626,0.017157432526546296,0.9762739865836303,5.5415458937198085,207
25,-4.786048311242279,0.015218037328885754,0.9752977125970467,3.702234636871506,179
26,0.5426165742437983,0.012788335738150636,0.9743224148844496,3.2321428571428563,112
27,0.18193034718927775,0.020974320206989753,0.9733480924695651,3.3670588235294097,170
28,-4.86590849189871,0.017552246496779843,0.9723747443770956,4.079999999999999,125
29,-4.885460809881615,0.015018163917375205,0.9714023696327185,4.476249999999996,160
30,-2.762855547292251,0.015191625860625101,0.9704309672630859,2.7100591715976345,169
31,-4.978233883455713,0.019782617020113816,0.9694605362958227,5.184343434343429,198
32,0.0712408383187216,0.018314210820328664,0.9684910757595269,5.759878419452891,329
33,0.4198585825640347,0.018673343405253697,0.9675225846837673,3.3217877094972117,179
34,0.4984501293396949,0.014376506068342296,0.9665550620990835,3.068224299065422,107
35,0.3347854365757899,0.01415064693711874,0.9655885070369844,3.543085106382978,188
36,0.27012311061529215,0.017117930481275405,0.9646229185299474,3.5817647058823527,170
37,0.17779418136203043,0.015287328695540498,0.9636582956114175,3.741951219512195,205
38,-4.7558345779644196,0.013031795435149722,0.9626946373158061,3.8048689138576806,267
